Name,ID,Publisher Name,Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Downloads First 30 Days (WW),Most Popular Country by Downloads,"RPD (All Time, WW)",Game Art Style,Game Theme,Game Genre,Game Setting
Become an Office Queen,638e299fad4adb59039bd6c1,Mille Crepe Studios,66ec8d599ac17f40d729fe71,2023/12/3,Unified,Games,17698722,12212440,2.225996,30717.37,21681.8,2.399605,472682,411224,6.691139,24,India,$0.00 ,3D Cartoon,Drama,Lifestyle,Modern
Disney Solitaire,674a32c22947b59eda621005,Playtika,5614c22f3f07e25d290063a9,2023/12/3,Unified,Games,14939571,14939571,,97267818.68,97267818.68,,194698,194698,,4996650,US,$6.48 ,2D Cartoon,Tabletop,Tabletop,Cartoon Fantasy
Connect Word: Association Game,662322598afb3e222a33235e,Hitapps,60206b0f1baf9812203ddd87,2023/12/3,Unified,Games,14779452,14779452,,148222.07,148222.07,,212625,212625,,24462,US,$0.01 ,Flat,Tabletop,Puzzle,N/A
Harry Potter: Hogwarts Mystery,5ac74c739f479f610f670dbd,Jam City,561f26e002ac641817000082,2023/12/3,Unified,Games,14632565,-6203026,-0.297713,62967057.13,-18042303.18,-0.222719,473167,-357922,-0.430666,19910906,US,$3.12 ,3D Cartoon,Magic,Simulation,High Fantasy
Cats & Soup,6106170723086f6ed1f515aa,Neowiz,56048dcb8ac35017220053bb,2023/12/3,Unified,Games,14353286,-25028592,-0.635536,10715858.33,-2841818.48,-0.20961,776077,-244103,-0.239274,2475586,Russia,$0.42 ,3D Cartoon,Animal - Cat,Simulation,Cartoon Fantasy
Type to Win,6130541b6a2d952b2a471a47,HDuo Fun Games,58b9c038b61df00ad000053c,2023/12/3,Unified,Games,13556599,-3399708,-0.200498,25179.35,19049.05,3.10736,147415,6481,0.045986,194903,Mexico,$0.00 ,Hypercasual,Space,Puzzle,Sci-Fi
Emoji Makeup Game,639e951af08b146ecbdfe474,Promedia Studio,5938503d4d272f75d5000202,2023/12/3,Unified,Games,11330655,10003365,7.536684,436.37,426.69,44.079545,564339,551081,41.565922,33433,Brazil,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Pencil Sort - Color Sorting,662b1d52d144b66bae73f7d3,Onetap Global,66e49e03ef947792202cd239,2023/12/3,Unified,Games,10886174,10886174,,1678650.16,1678650.16,,271561,271561,,13234,Brazil,$0.15 ,Hypercasual,Hypercasual,Puzzle,N/A
June's Journey: Wicked Mystery,589a7f2d9ed8007709000591,Playtika,5614c22f3f07e25d290063a9,2023/12/3,Unified,Games,10883536,-5950087,-0.353464,307515024.5,-17468180.57,-0.053751,656075,-800623,-0.549615,1510811,US,$11.11 ,2D Realistic,Crime,Puzzle,Historical
Rival Stars Horse Racing,5c14f03a249f1f505c245554,Prodigy Design,560c3f378ac3506439000d37,2023/12/3,Unified,Games,10862301,566737,0.055047,14598480.11,361458.82,0.025389,116992,-8445,-0.067325,2491912,Brazil,$1.29 ,3D Realistic,Animal - Horse,Sports,Modern
Famous Blox Show: Fashion Star,64b4f996ad4adb242cf62096,Higame Global,64e3c2aa1949fa14f07b557f,2023/12/3,Unified,Games,10462338,5494241,1.105905,0,0,,346655,318492,11.30888,2938239,Brazil,$0.00 ,Low Poly,Fashion / Aesthetics / Hair,Lifestyle,N/A
Phase 10: Casual Card Game,5d02f9399dc2fc3a26c5bdce,Mattel163,5a72671d0dc0bc69efd2cad3,2023/12/3,Unified,Games,9615673,-12624,-0.001311,84684036.86,-5374494.85,-0.059678,512088,-175063,-0.254766,72616,US,$8.03 ,2D Cartoon,Tabletop,Tabletop,Modern
Cocobi Princess Party -Dressup,65e669f1c6a26548b2c2cf01,Kigle,567cc93c47a5006eed0039bf,2023/12/3,Unified,Games,8157030,8157030,,13254.33,13254.33,,245214,245214,,120719,Indonesia,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Cartoon Fantasy
Sticker Doll DIY Dressup Diary,65bdb03473d05e25bddbf165,The Fashion Valley,61d64b267c31941c62a85d57,2023/12/3,Unified,Games,8069447,8069447,,517.03,517.03,,66023,66023,,551460,Iraq,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Мир домовят: три в ряд,658fdf3e2f34756c39127d5e,Astrum Entertainment,675cca2187d48dc02430d80c,2023/12/3,Unified,Games,7583910,7583910,,123.27,123.27,,144548,144548,,74760,Russia,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Super Wedding Dress Up Stylist,5dfc237293dd2c224f3f35ec,Games2win,560c44f28ac350643900525a,2023/12/3,Unified,Games,7308042,-4233068,-0.366782,153377.11,-14314.32,-0.085361,31083,-29533,-0.487215,339561,India,$0.02 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,Modern
Pastimes - 30 Mini Games,67de2fdde56011cc75096986,Senior Games,5ad788d1af8b06195445637b,2023/12/3,Unified,Games,6989179,-10431860,-0.598808,2803.46,-13403.77,-0.827024,328329,-91850,-0.218597,12653,Brazil,$0.00 ,Flat,Arcade,Arcade,N/A
Horse Riding Tales: Wild World,5c1bfc4c25529d48a67a209d,AppForge,5628924c02ac648b280063a1,2023/12/3,Unified,Games,6735894,245667,0.037852,4290099.8,-2098246.64,-0.328449,69189,-4198,-0.057204,167546,Brazil,$0.77 ,3D Cartoon,Animal - Horse,Simulation,High Fantasy
Sticker Bliss - Color Book,6576e3e0b3ae2710f1fac146,Onetap Global,66e49e03ef947792202cd239,2023/12/3,Unified,Games,6529079,6529079,,257172.57,257172.57,,105737,105737,,166360,Mexico,$0.04 ,2D Cartoon,Art,Tabletop,N/A
Tizi Doll Town My Avatar Games,6311579b022b3d661ef2443e,IDZ Digital,5614b77d3f07e25d29001322,2023/12/3,Unified,Games,6502859,-1086288,-0.143137,1729.13,1092.4,1.715641,428821,331779,3.418922,0,Indonesia,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Bright Objects - Hidden Object,6024be5fa99a2d3668d798f4,Cleverside,6120af8856996b4630e7672f,2023/12/3,Unified,Games,6040674,-8060181,-0.571609,281010.1,185338.42,1.937234,125262,-13218,-0.095451,48150,US,$0.02 ,2D Cartoon,Tabletop,Puzzle,N/A
Wordscapes Solitaire,65835cbd62bc0d2b06f960bf,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,5845160,5845160,,8360692.64,8360692.64,,144809,144809,,630359,US,$1.43 ,Flat,Tabletop,Puzzle,N/A
Highrise: Virtual Avatar Game,5dbb8abbb2fa24388684a3ba,Pocket Worlds,5f7cc096d47545042d680972,2023/12/3,Unified,Games,5746658,-11288149,-0.662652,21376944.46,-8810087.47,-0.29185,121009,-137402,-0.531719,166691,US,$2.38 ,2D Cartoon,Decoration,Simulation,N/A
Sort Mania,67ae937b4090799066969508,Noodle Games,66c8f38c5bf39b68a03a2dfd,2023/12/3,Unified,Games,5594962,5594962,,659483.02,659483.02,,72654,72654,,97654,India,$0.12 ,Hypercasual,Shopping,Puzzle,N/A
Tizi Town - My Airport Games,5d02fb5db511d44d4e4264f4,IDZ Digital,5614b77d3f07e25d29001322,2023/12/3,Unified,Games,5459422,-2966226,-0.352047,7708.11,-63252.14,-0.891374,43037,-30918,-0.418065,303050,Brazil,$0.01 ,2D Cartoon,Vehicles - Plane,Lifestyle,Modern
Screw Sort Puzzle: Pin Jam 3D,662f1a37c8d3636ff1cf7c6b,Astrasen Play,689d815e4fc8b9135bad56c7,2023/12/3,Unified,Games,5367830,5367830,,4095433.3,4095433.3,,86513,86513,,28560,US,$0.76 ,Hypercasual,Hypercasual,Puzzle,N/A
ASMR Makeover: Beauty Makeup,63e48f8a899b376521a03ba8,OAK Adventures Studio,5bd373e95a46f01e82022a92,2023/12/3,Unified,Games,4581858,3465406,3.103945,894.53,533.83,1.479983,214737,192657,8.725408,284559,Brazil,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Nail Art Salon - Manicure,5f3c42857323b35ceb5b1b8b,Pazu Games,5614c1493f07e25d29005610,2023/12/3,Unified,Games,4055404,-5066237,-0.555409,273300.21,67593.17,0.328589,58482,-18930,-0.244536,75781,India,$0.04 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Fashion Girl Makeup Game,644d055058c73f0b553d2e06,S & U Games,61c16aef87ed905b267ba2b7,2023/12/3,Unified,Games,4043869,3976916,59.398623,0,0,,39801,39252,71.497268,0,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Miga Town: My Apartment,5d3d0a47115e7f61737e9af3,XiHe Digital Technology,5a5703328a15114e4e06d0ce,2023/12/3,Unified,Education,3995220,-16802446,-0.807901,26001.84,-207924.44,-0.888846,24947,-78698,-0.759303,444439,Brazil,$0.02 ,2D Cartoon,Decoration,Lifestyle,Modern
Puppy pet care salon game,632a815f87254313e85838c9,Pinky Pig Game,65fdda69379e0c31d6cda327,2023/12/3,Unified,Games,3934357,3370899,5.98252,0,0,,70339,65793,14.472723,25,Brazil,$0.00 ,2D Cartoon,Animal - Dog / Pet,Lifestyle,Modern
Fashion Doll: games for girls,646caba30b94387418c6e40d,GoKids!,6349b1cf4e2a6a491d682b82,2023/12/3,Unified,Games,3827631,1184760,0.448285,503.52,426.5,5.537523,152812,139073,10.122498,105633,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Manor Cafe - Match 3 Puzzle,5aeb634e9f479f05ed5415bd,Gamegos,55f8940c8ac350426b03b6b0,2023/12/3,Unified,Games,3810301,-13413235,-0.778774,4103137.56,-3487345.37,-0.459437,84209,-220793,-0.723907,15255,India,$0.80 ,3D Cartoon,Cooking / Food,Puzzle,Modern
Hey Color Paint by Number Art,5c3cc380a2750e435144e91b,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,3668868,-12314877,-0.770463,489488.52,68277.93,0.162099,80235,-147213,-0.647238,83159,India,$0.03 ,Flat,Art,Tabletop,N/A
High Heels!,5feb3586431cd373b859561d,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,3618600,-16791890,-0.822709,4418.14,-63736.85,-0.935175,84432,-401772,-0.826344,15892872,India,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Arcade,N/A
Become a Queen,61f12c8ab3ae271fddd7fa87,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,3610878,-12856760,-0.780729,2968.54,-25078.98,-0.89416,64470,-77744,-0.546669,943221,India,$0.00 ,3D Realistic,School,Simulation,Modern
Avatar World,63984681301a127e33fe7274,Pazu Games,5614c1493f07e25d29005610,2023/12/3,Unified,Games,146087865,81021332,1.245207,26893090.5,24844390.96,12.126908,9494733,8166999,6.151081,328484,Brazil,$0.13 ,2D Cartoon,Family / Baby,Lifestyle,Cartoon Fantasy
"Good Pizza, Great Pizza",56cb9fac1dc4576de50001ba,TapBlaze,5638ebce2adfafbf7b3b31c3,2023/12/3,Unified,Games,65491027,-9390955,-0.12541,6681686.5,3554253.21,1.136476,1295924,80252,0.066015,185933,Mexico,$0.05 ,2D Cartoon,Cooking / Food,Simulation,Modern
YOYO Decor: Doll Dress Up,64f1767232fe4242418968c3,YoYo Dress Up Games,60a46cd44ee6ca2b956fad93,2023/12/3,Unified,Games,57505215,57358455,390.831664,66793.95,66750.9,1550.543554,1022718,1022328,2621.353846,288178,Indonesia,$0.00 ,2D Anime,Decoration,Lifestyle,Modern
Zen Color - Color By Number,605ecdc538ca534cd04e0270,Oakever Games,65dcc4c25d0a0d46ffa216a3,2023/12/3,Unified,Games,52540494,46103518,7.162295,1334640.95,1035522.6,3.461916,1673318,1471882,7.306946,24512,India,$0.03 ,Flat,Art,Tabletop,N/A
Aha World: Doll Dress-Up Game,63622c15ac0f8f141792e179,Aha World,63c4f26ca0ba7347a73581a9,2023/12/3,Unified,Games,41563205,24691512,1.463488,4473769.61,3913609.95,6.986597,745314,612836,4.625945,30480,Brazil,$0.09 ,2D Cartoon,Adventure,Lifestyle,Cartoon Fantasy
Cooking Fever: Restaurant Game,55c5239902ac64f9c0002a0f,Nordcurrent,560c3f8c8ac3506439001059,2023/12/3,Unified,Games,33172253,-14250109,-0.300493,21411587.92,-4809005.02,-0.183406,711099,-433846,-0.378923,3425947,India,$0.66 ,2D Cartoon,Cooking / Food,Simulation,Modern
Satisdom,66011cd8ad4adb2ba0ccb7b0,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,29069262,29069262,,68284.35,68284.35,,228092,228092,,3810015,Russia,$0.00 ,2D Cartoon,Hypercasual,Lifestyle,N/A
Impossible Date 2: Fun Riddle,647f703b796add0edffcf242,Pofuduk Games,65e61e804ff2cf4f97178180,2023/12/3,Unified,Games,27742061,11820657,0.742438,105518.29,95058.37,9.087868,780672,710602,10.141316,6952,Brazil,$0.00 ,Hypercasual,Hypercasual,Puzzle,Modern
Live Star: Doll Dress Up Games,6598e0b655cd586ebead95fd,YoYo Dress Up Games,60a46cd44ee6ca2b956fad93,2023/12/3,Unified,Games,27618658,27618658,,15904.76,15904.76,,408419,408419,,911064,Indonesia,$0.00 ,2D Anime,Fashion / Aesthetics / Hair,Lifestyle,N/A
DIY Paper Doll,6319b6c21c2ed4397bbe7011,Embracer Group,560494718ac35017220101d4,2023/12/3,Unified,Games,26319090,-8428611,-0.242566,28848.21,27450.33,19.637115,700373,414079,1.446342,9657,Brazil,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Lifestyle,N/A
Nightmare Puzzles: The Unknown,67539fff55d1a2e01605b984,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,23596488,23596488,,72055.62,72055.62,,198690,198690,,546580,India,$0.00 ,2D Anime,Horror,Puzzle,Modern
Screw Away: 3D Pin Puzzle,6677aa3eee65c40fa27f21a9,Wonder Group Holdings,631a670339181751e92fa431,2023/12/3,Unified,Games,20424887,20424887,,7253797.33,7253797.33,,361010,361010,,23725,US,$0.36 ,Hypercasual,Hypercasual,Puzzle,N/A
Nails Salon Games - Nail Art,64ba4b439165b318bdc2b937,Yories,618ec25a6e166d4339353c1e,2023/12/3,Unified,Games,20056300,19750484,64.5829,896.3,896.3,,469066,467973,428.15462,55,India,$0.00 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,N/A
Draw it,5c80745be6a0745d458903d0,Kwalee,55f88dbb8ac350426b01f69f,2023/12/3,Unified,Games,19726280,-6279021,-0.241452,326804.24,-72591.27,-0.181753,163758,-112043,-0.406246,11859372,Brazil,$0.02 ,2D Cartoon,Art,Lifestyle,N/A
Kawaii World - Craft and Build,5faf98e3c84d396a306d7de7,Kawaii Team,68791abe580deafb9c5a3abf,2023/12/3,Unified,Games,19211134,4030858,0.265533,0,0,,180049,43585,0.319388,229318,Indonesia,$0.00 ,Voxel,Sandbox,Simulation,N/A
Fashion Catwalk Show,65290b781b51552feb1e3554,Azel Games,62133cdf6fc298387e3d04dc,2023/12/3,Unified,Games,18128123,17977681,119.499083,356.11,356.11,,384422,384103,1204.084639,734937,Iraq,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Lifestyle,Modern
Diamond Painting ASMR Coloring,5fc93d1c8b783c4c0331dc9b,Embracer Group,560494718ac35017220101d4,2023/12/3,Unified,Games,15586637,-5543301,-0.262343,235207.46,-254478.14,-0.519677,101571,-56527,-0.357544,5646102,Indonesia,$0.02 ,Hypercasual,Art,Lifestyle,N/A
Baby Panda's Town: Vacation,64a4e8c198fd597f69cfff5a,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,14546259,10018965,2.213014,10936.85,10014.23,10.854122,423240,402080,19.00189,203614,Indonesia,$0.00 ,2D Cartoon,Animal - Panda,Lifestyle,Cartoon Fantasy
Outfit Makeover,60cb608818abe618fc064891,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,13773337,-17260780,-0.556187,724.46,-2387.12,-0.767173,52412,-103283,-0.663367,1769,India,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Lifestyle,N/A
Cooking World Restaurant Game,65ba04943d456d3dd653252b,Magic Seven,5628a3ee02ac6486a705fea3,2023/12/3,Unified,Games,13560334,13560334,,562889.41,562889.41,,169320,169320,,424245,India,$0.04 ,Stylized Realistic,Cooking / Food,Simulation,Modern
Super City2:Tut Life World,65f645ae11bbb83722774dd4,HD.kids (Hainan Hengdou Network Technology),664e5aa353a865608f9ddebf,2023/12/3,Unified,Games,12490520,12490520,,32087.04,32087.04,,190030,190030,,81595,Brazil,$0.00 ,2D Cartoon,Adventure,Lifestyle,Modern
Smolsies - My Cute Pet House,5c8a42c33ea983124ceb58d0,APIX Educational Systems,5604907d8ac3501722009509,2023/12/3,Unified,Games,12463303,-15770310,-0.558565,616388.89,423481.41,2.195257,131864,-193169,-0.594306,238806,Brazil,$0.01 ,2D Cartoon,Animal - Zoo / Other,Simulation,Cartoon Fantasy
Indian Wedding: DressUp Makeup,61397774e5b3b3518e6706c5,GameiAvo,60fa703cfc371764b43131c4,2023/12/3,Unified,Games,12107063,3536755,0.412675,0,0,,69991,22199,0.464492,19724,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Tasty Travels: Merge Game,65823471fc3fe50f8e2b14d9,Century Games,620d3b8db3ae27635539cde2,2023/12/3,Unified,Games,10878885,10878885,,57502301.22,57502301.22,,147133,147133,,45883,US,$5.28 ,2D Cartoon,Cooking / Food,Puzzle,Modern
"Cocobi Life World - city, town",6572741adec7ab1b3f20b87f,Kigle,567cc93c47a5006eed0039bf,2023/12/3,Unified,Games,10578601,10578601,,16077.05,16077.05,,629702,629702,,342,Indonesia,$0.00 ,2D Cartoon,Family / Baby,Lifestyle,Cartoon Fantasy
Grill Sort - Food Sort Games,67ccfdf113b4b410d1a532c3,Gloryway Puzzle Hub,6836edacc8b1f059a935e87e,2023/12/3,Unified,Games,9727647,9727647,,667829.13,667829.13,,34901,34901,,691,Indonesia,$0.07 ,2D Cartoon,Cooking / Food,Puzzle,Modern
Coffee Stack,617c471618009729433017e0,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,9575353,-60707235,-0.863759,32422.15,-61021.45,-0.65303,354891,-404215,-0.532488,2379740,India,$0.00 ,Hypercasual,Cooking / Food,Arcade,N/A
Find Out: Find Hidden Objects!,5de1c2373ea983257ad6a3ea,EYEWIND,5a3b50e33c11ff6a9491eee9,2023/12/3,Unified,Games,9269712,-19864622,-0.681829,458447.14,-662921.01,-0.591172,103255,-243877,-0.702548,1780791,Indonesia,$0.02 ,2D Cartoon,Tabletop,Puzzle,N/A
Hair Salon Games For Kids,6783de54602654a16ccffeaf,Kidospace Games,658b321259f83d778d0056ae,2023/12/3,Unified,Games,9224089,9224089,,4117.42,4117.42,,29814,29814,,5245,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Strawberry Shortcake Bake Shop,55c50fdf02ac64f9c000246f,Tilting Point,5a7b6504b39ede16a53fc25b,2023/12/3,Unified,Games,9192611,-940410,-0.092806,1454850.32,90956.86,0.066689,59503,-12394,-0.172385,1529306,Brazil,$0.11 ,2D Cartoon,Candy / Dessert,Simulation,Cartoon Fantasy
Vlinder Garden Dress Princess,6168dbf3f3814522f256add5,31 Dress Up Games,5f4023fc00fe7e113bc75de6,2023/12/3,Unified,Games,8170267,7315574,8.5593,0,0,,28415,23529,4.815596,86922,India,$0.00 ,2D Anime,Fashion / Aesthetics / Hair,Lifestyle,Cartoon Fantasy
Hair Challenge,60671d1022c46204326c6015,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,6895120,-55379049,-0.889278,7215.67,-18660.07,-0.721142,200294,-1438098,-0.87775,33654839,India,$0.00 ,Hypercasual,Fashion / Aesthetics / Hair,Arcade,N/A
Sweet Baby Girl Beauty Salon 3,5977de8d0211a623b100089d,APIX Educational Systems,5604907d8ac3501722009509,2023/12/3,Unified,Games,6841509,4951308,2.619461,692.17,190.94,0.380943,51283,21615,0.728563,1569365,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Blushed - Romance Choices,6524808ced78972226d51193,Miloserve Enterprises,65ac03e9e739022339dc2fe0,2023/12/3,Unified,Games,6841023,6807982,206.046488,6471127.39,6465641.88,1178.676528,140947,140820,1108.818898,24064,Indonesia,$0.94 ,2D Realistic,Romantic Character Collection (Western),Lifestyle,Modern
Line Up: Draw the Criminal,5eb0f8cb144ef61e42492096,Kwalee,55f88dbb8ac350426b01f69f,2023/12/3,Unified,Games,6832527,-7140237,-0.511011,26645.74,-6989.85,-0.207811,38124,-38331,-0.501354,3472663,Brazil,$0.00 ,Flat,Art,Tabletop,N/A
飞机大厨：空中烹饪,67478e7f6bf8b39a3288d611,Nordcurrent,560c3f8c8ac3506439001059,2023/12/3,Unified,Games,6783658,6783658,,0,0,,143011,143011,,578296,China,$0.00 ,2D Cartoon,Cooking / Food,Simulation,Modern
Cocobi World 1 - Kids Game,63c828d2b3ae2727fed370d1,Kigle,567cc93c47a5006eed0039bf,2023/12/3,Unified,Games,6493192,4896385,3.06636,39946.23,28586.21,2.516387,318774,285162,8.483934,28289,Indonesia,$0.01 ,2D Cartoon,Family / Baby,Lifestyle,Cartoon Fantasy
Bingo Voyage - Live Bingo Game,641484dd02fbee78c17c735e,Vertex Games,65dfbf52152a895dd4bac6e1,2023/12/3,Unified,Games,6353219,6324192,217.872739,58958709.68,58950965.63,7612.420585,72453,72240,339.15493,23794,US,$9.21 ,2D Cartoon,Money / Treasure,Casino,N/A
My City : Wedding Party,5e3f37a123ae44514e63584b,My Town Games,55f896128ac350426b04545d,2023/12/3,Unified,Games,6330551,2033110,0.473098,4520.1,-47305.1,-0.912782,145527,123577,5.629932,7053,Iraq,$0.02 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
YOYO Doll School life Dress up,626cd742bf76b91311498812,YoYo Dress Up Games,60a46cd44ee6ca2b956fad93,2023/12/3,Unified,Games,6205980,-11307332,-0.645642,0,0,,201062,-42580,-0.174765,1966586,Brazil,$0.00 ,2D Anime,School,Lifestyle,Modern
Goods Triple Match: Sorting 3D,65e0594d13bb8017304463c1,Joymaster Studio,6525af28ead1220e96d8c834,2023/12/3,Unified,Games,6199372,6199372,,67617.98,67617.98,,192898,192898,,228916,US,$0.01 ,Hypercasual,Hypercasual,Puzzle,N/A
Hole People,65e07cd25d0a0d5d532c712c,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,5702538,5702538,,15391266.49,15391266.49,,55122,55122,,0,US,$2.69 ,Hypercasual,Hypercasual,Puzzle,N/A
Master Paradise Makeover,5ea08f355c6ace2aa4cc0609,NSTAGE,5f5b14ca373e2c691cb4f158,2023/12/3,Unified,Games,5004938,40691,0.008197,13708.65,-114246.44,-0.892864,48630,8541,0.213051,221828,Indonesia,$0.03 ,2D Realistic,Decoration,Lifestyle,N/A
Family Tree! - Logic Puzzles,64601ca05edcaf368c070ce2,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,4588095,-488869,-0.096292,1455580.17,1175528.83,4.197548,144595,112797,3.547299,1591795,US,$0.18 ,Hypercasual,Family / Baby,Puzzle,Modern
Pippi World: Princess Avatar,664bea98adebd965fd524bac,Kitten Doll,6669fab2574c02a549c1e354,2023/12/3,Unified,Games,4034460,4034460,,0,0,,51218,51218,,257320,Indonesia,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Cartoon Fantasy
Fashion Braid Hairstyles Salon,5876d66853cc81738a00015b,uGoGo Entertainment,56414a4981569b0ae30033fa,2023/12/3,Unified,Games,3993994,2210986,1.240031,0,0,,17940,-39294,-0.68655,6491,Brazil,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Cube Out 3D :Jam Puzzle,66d167aed2884c3eb8e78efb,Easycoin Studio,63e44fc5b470306fc0e37487,2023/12/3,Unified,Games,3957115,3957115,,1960508.04,1960508.04,,93995,93995,,22425,US,$0.50 ,Hypercasual,Hypercasual,Puzzle,N/A
Paper Doll Fashion Game,64c8e964cdf9054a8f2389fb,Dress Up Games,5fac3c760cd64659d334ba2e,2023/12/3,Unified,Games,3861829,857971,0.285623,4696.97,3369.42,2.538074,153390,138864,9.559686,2154768,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Gecko Out,67d61d6845ea3db694554f49,Take-Two Interactive,5614b32f3f07e2077c000488,2023/12/3,Unified,Games,3662073,3662073,,7868424.56,7868424.56,,37198,37198,,0,US,$2.14 ,2D Cartoon,Animal - Snake,Puzzle,N/A
美食小当家,5ee8620f9d7077671c30418c,AppLovin,5b636e91197e97572b98422b,2023/12/3,Unified,Games,3647484,-1977371,-0.351542,2291287.68,-3094757.84,-0.574588,137689,-32929,-0.192998,0,China,$1.00 ,2D Cartoon,Cooking / Food,Simulation,Modern
Dress Up Fashion Challenge,61c2f0e224ceaa7816e40119,IEC Global,5cf897ca2c440a5283cc4eb5,2023/12/3,Unified,Games,3510674,-21981366,-0.862284,0,0,,46045,-98604,-0.681678,914672,India,$0.00 ,2D Realistic,Fashion / Aesthetics / Hair,Lifestyle,Modern
Hexa Sort,64a8ed37fd0a6a586e1e87a8,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,53585048,53578992,8847.257596,44138174.97,44137727.63,98667.0712,1866478,1866450,66658.92857,1,US,$0.82 ,Flat,Abstract,Puzzle,N/A
